city,timestamp,temperature,season
New York,2010-05-17,7.375786705290831,spring
New York,2010-05-18,9.403924448732424,spring
New York,2010-05-19,9.778830046179998,spring
New York,2010-05-20,11.806084043700722,spring
New York,2010-05-21,8.324097664203725,spring
New York,2010-05-22,11.195778373591484,spring
New York,2010-05-23,1.5388265276565605,spring
New York,2010-05-24,6.040781715765363,spring
New York,2010-05-25,18.914730401941995,spring
New York,2010-05-26,16.832362414612895,spring
New York,2010-05-27,13.75605267842939,spring
New York,2010-05-28,7.243342439546357,spring
New York,2010-05-29,11.379612225193837,spring
New York,2010-05-30,8.603861681710558,spring
New York,2010-05-31,13.909176360202812,spring
New York,2010-06-01,25.457483529460262,summer
New York,2010-06-02,19.162377276138645,summer
New York,2010-06-03,27.37361754400316,summer
New York,2010-06-04,14.22750564417996,summer
New York,2010-06-05,19.65928205373647,summer
New York,2010-06-06,29.56528113877103,summer
New York,2010-06-07,24.275633473346808,summer
New York,2010-06-08,21.686927234067603,summer
New York,2010-06-09,18.76549150580214,summer
New York,2010-06-10,26.51130148444615,summer
New York,2010-06-11,17.322180395548322,summer
New York,2010-06-12,31.321451020833475,summer
New York,2010-06-13,26.499423106018703,summer
New York,2010-06-14,29.472500706583503,summer
New York,2010-06-15,39.12728364411972,summer
New York,2010-06-16,20.25162248319761,summer
New York,2010-06-17,19.828107384386115,summer
New York,2010-06-18,30.334726411125022,summer
New York,2010-06-19,28.104650249778395,summer
New York,2010-06-20,25.088828996090406,summer
New York,2010-06-21,24.572844486869652,summer
New York,2010-06-22,26.925841640227187,summer
New York,2010-06-23,24.987536747687525,summer
New York,2010-06-24,24.01711895260889,summer
New York,2010-06-25,20.38238833701888,summer
New York,2010-06-26,34.633851308590636,summer
New York,2010-06-27,23.77704356596559,summer
New York,2010-06-28,24.976026413606785,summer
New York,2010-06-29,30.869578732059928,summer
New York,2010-06-30,26.32438703394739,summer
New York,2010-07-01,22.31817433510933,summer
New York,2010-07-02,28.654582593866078,summer
New York,2010-07-03,20.704263006653363,summer
New York,2010-07-04,21.27041129639006,summer
New York,2010-07-05,20.2663405826074,summer
New York,2010-07-06,25.39287192871801,summer
New York,2010-07-07,29.00415978051732,summer
New York,2010-07-08,30.540213498328324,summer
New York,2010-07-09,38.65440670534352,summer
New York,2010-07-10,33.872747731751815,summer
New York,2010-07-11,32.817569343287346,summer
New York,2010-07-12,19.980191604740533,summer
New York,2010-07-13,30.928136799291785,summer
New York,2010-07-14,25.031082513206652,summer
New York,2010-07-15,31.702478636195405,summer
New York,2010-07-16,26.680440376577014,summer
New York,2010-07-17,23.769257152020195,summer
New York,2010-07-18,29.85900081605265,summer
New York,2010-07-19,14.81040036043629,summer
New York,2010-07-20,24.501793180645297,summer
New York,2010-07-21,31.786579618447817,summer
New York,2010-07-22,23.460529194502932,summer
New York,2010-07-23,26.119934913120257,summer
New York,2010-07-24,24.82457753422197,summer
New York,2010-07-25,25.51718593578602,summer
New York,2010-07-26,20.99831220067955,summer
New York,2010-07-27,25.829228815613646,summer
New York,2010-07-28,18.897656933791858,summer
New York,2010-07-29,20.822591383510066,summer
New York,2010-07-30,28.1549252259867,summer
New York,2010-07-31,23.565899801054947,summer
New York,2010-08-01,21.088199705209625,summer
New York,2010-08-02,29.18353567303068,summer
New York,2010-08-03,24.530104498802213,summer
New York,2010-08-04,32.26088592697492,summer
New York,2010-08-05,29.76753113439549,summer
New York,2010-08-06,27.652512378269773,summer
New York,2010-08-07,31.39743547866996,summer
New York,2010-08-08,27.30244418961684,summer
New York,2010-08-09,19.87078787663878,summer
New York,2010-08-10,26.6061045152223,summer
New York,2010-08-11,14.781807977064261,summer
New York,2010-08-12,27.3089746167505,summer
New York,2010-08-13,32.05091056815553,summer
New York,2010-08-14,20.452946578864598,summer
New York,2010-08-15,22.933664772203045,summer
New York,2010-08-16,30.217248914131986,summer
New York,2010-08-17,27.3274093524326,summer
New York,2010-08-18,23.05907571265888,summer
New York,2010-08-19,24.964024658055042,summer
New York,2010-08-20,31.694629180672116,summer
New York,2010-08-21,22.261507432405605,summer
New York,2010-08-22,28.676795261299457,summer
New York,2010-08-23,23.66554221871389,summer
New York,2010-08-24,25.897218106926996,summer
New York,2010-08-25,21.020390352394905,summer
New York,2010-08-26,19.43138569475045,summer
New York,2010-08-27,19.61389370504106,summer
New York,2010-08-28,26.77552767425674,summer
New York,2010-08-29,23.68847058882958,summer
New York,2010-08-30,25.46269449228729,summer
New York,2010-08-31,26.327275377861877,summer
New York,2010-09-01,6.653275549203125,autumn
New York,2010-09-02,10.06166195164431,autumn
New York,2010-09-03,12.195869964330996,autumn
New York,2010-09-04,10.17637416091703,autumn
New York,2010-09-05,19.87772854331233,autumn
New York,2010-09-06,24.43064552440689,autumn
New York,2010-09-07,22.664771359639175,autumn
New York,2010-09-08,21.33898134223328,autumn
New York,2010-09-09,20.936686836614705,autumn
New York,2010-09-10,15.978463353590627,autumn
New York,2010-09-11,13.032635012216742,autumn
New York,2010-09-12,14.835067102624603,autumn
New York,2010-09-13,18.960640510653857,autumn
New York,2010-09-14,15.514555064938058,autumn
New York,2010-09-15,8.8605941470191,autumn
New York,2010-09-16,10.913781756439867,autumn
New York,2010-09-17,22.912056196051218,autumn
New York,2010-09-18,12.510832469408175,autumn
New York,2010-09-19,14.505932329843652,autumn
New York,2010-09-20,18.489031539258775,autumn
New York,2010-09-21,15.773718342810595,autumn
New York,2010-09-22,14.392586349767317,autumn
New York,2010-09-23,18.695535598631665,autumn
New York,2010-09-24,19.566525340593557,autumn
New York,2010-09-25,11.7574207637433,autumn
New York,2010-09-26,8.298198528731884,autumn
New York,2010-09-27,11.923245503914563,autumn
New York,2010-09-28,7.446320781245772,autumn
New York,2010-09-29,19.956533990901438,autumn
New York,2010-09-30,21.306110995216912,autumn
New York,2010-10-01,9.806187625018097,autumn
New York,2010-10-02,17.17025529523712,autumn
New York,2010-10-03,12.867403696537487,autumn
New York,2010-10-04,10.754417083457282,autumn
New York,2010-10-05,6.538468305397272,autumn
New York,2010-10-06,11.64663341830974,autumn
New York,2010-10-07,7.390285950139188,autumn
New York,2010-10-08,15.218458318413267,autumn
New York,2010-10-09,18.117631165651368,autumn
New York,2010-10-10,23.876214938824027,autumn
New York,2010-10-11,18.06918100257081,autumn
New York,2010-10-12,27.57281736645696,autumn
New York,2010-10-13,24.573846117144754,autumn
New York,2010-10-14,14.707331152260156,autumn
New York,2010-10-15,19.98859393354725,autumn
New York,2010-10-16,12.724928601539137,autumn
New York,2010-10-17,22.237068683141644,autumn
New York,2010-10-18,10.605576751824499,autumn
New York,2010-10-19,16.811057212516236,autumn
New York,2010-10-20,9.95060917158942,autumn
New York,2010-10-21,19.419272911328854,autumn
New York,2010-10-22,23.75152517067963,autumn
New York,2010-10-23,21.939078681262774,autumn
New York,2010-10-24,17.48821278199668,autumn
New York,2010-10-25,12.187416039617261,autumn
New York,2010-10-26,14.846580296312291,autumn
New York,2010-10-27,11.841336224624492,autumn
New York,2010-10-28,4.946326851747298,autumn
New York,2010-10-29,20.684269391508263,autumn
New York,2010-10-30,13.764026835258871,autumn
New York,2010-10-31,11.644159358460406,autumn
New York,2010-11-01,9.166875435419897,autumn
New York,2010-11-02,10.739417667495648,autumn
New York,2010-11-03,14.90122092067293,autumn
New York,2010-11-04,13.29146378521363,autumn
New York,2010-11-05,10.827152175903125,autumn
New York,2010-11-06,14.17998736358155,autumn
New York,2010-11-07,4.816942918419171,autumn
New York,2010-11-08,10.928331724570516,autumn
New York,2010-11-09,16.225423342199317,autumn
New York,2010-11-10,17.413566291373705,autumn
New York,2010-11-11,10.829009814838845,autumn
New York,2010-11-12,17.099997204073738,autumn
New York,2010-11-13,28.37514724259426,autumn
New York,2010-11-14,21.336923421247064,autumn
New York,2010-11-15,25.250862541467804,autumn
New York,2010-11-16,10.004084386255375,autumn
New York,2010-11-17,5.823452021625322,autumn
New York,2010-11-18,18.780126372336834,autumn
New York,2010-11-19,7.042133364075535,autumn
New York,2010-11-20,10.891213931968087,autumn
New York,2010-11-21,15.677425545257817,autumn
New York,2010-11-22,14.938012971314958,autumn
New York,2010-11-23,14.089093888152263,autumn
New York,2010-11-24,17.47838216687215,autumn
New York,2010-11-25,10.013998401136885,autumn
New York,2010-11-26,18.618339108555208,autumn
New York,2010-11-27,14.112582570301061,autumn
New York,2010-11-28,15.497173054144259,autumn
New York,2010-11-29,10.647206346127206,autumn
New York,2010-11-30,18.307726189389655,autumn
New York,2010-12-01,2.0287685256966705,winter
New York,2010-12-02,9.568949595658808,winter
New York,2010-12-03,-0.23647930627673272,winter
New York,2010-12-04,5.02934814050827,winter
New York,2010-12-05,-0.38937352970628886,winter
New York,2010-12-06,-10.161630398251258,winter
New York,2010-12-07,7.957830469013488,winter
New York,2010-12-08,4.211372063405221,winter
New York,2010-12-09,-7.475882105641317,winter
New York,2010-12-10,0.6113584531870535,winter
New York,2010-12-11,5.510936688738344,winter
New York,2010-12-12,-0.6412170710907856,winter
New York,2010-12-13,-8.988003683006223,winter
New York,2010-12-14,-3.830907309734169,winter
New York,2010-12-15,-7.636412045630378,winter
New York,2010-12-16,-4.966499538495083,winter
New York,2010-12-17,-0.6809522647208677,winter
New York,2010-12-18,4.573112879386527,winter
New York,2010-12-19,0.3629015068213978,winter
New York,2010-12-20,-15.349831312771968,winter
New York,2010-12-21,6.2363202909106255,winter
New York,2010-12-22,-5.179966202991642,winter
New York,2010-12-23,1.3856268545528154,winter
New York,2010-12-24,-5.546285997213724,winter
New York,2010-12-25,0.8104466351579622,winter
New York,2010-12-26,3.794359180144107,winter
New York,2010-12-27,2.321898637320437,winter
New York,2010-12-28,-3.5064874456839545,winter
New York,2010-12-29,5.826229251338345,winter
New York,2010-12-30,1.117937766583439,winter
New York,2010-12-31,9.920016091769709,winter
New York,2011-01-01,0.8050205237983493,winter
New York,2011-01-02,-4.000880384887663,winter
New York,2011-01-03,2.025809938726788,winter
New York,2011-01-04,1.2222429871130882,winter
New York,2011-01-05,-1.4749481794084127,winter
New York,2011-01-06,-0.7763351090058274,winter
New York,2011-01-07,-2.2702347682182475,winter
New York,2011-01-08,10.773181626195122,winter
New York,2011-01-09,-2.915747143040157,winter
New York,2011-01-10,0.2287482951848966,winter
New York,2011-01-11,-1.39978054618065,winter
New York,2011-01-12,-4.778676492381702,winter
New York,2011-01-13,-1.7580150687109997,winter
New York,2011-01-14,10.998175230404406,winter
New York,2011-01-15,-8.202681640276522,winter
New York,2011-01-16,-5.945616290311443,winter
New York,2011-01-17,-0.5985327314489801,winter
New York,2011-01-18,13.747753954886072,winter
New York,2011-01-19,-2.9552941363954464,winter
New York,2011-01-20,0.006034087563077102,winter
New York,2011-01-21,-4.418797867753725,winter
New York,2011-01-22,-4.28437968779655,winter
New York,2011-01-23,-1.1934592756463422,winter
New York,2011-01-24,-1.8802629954170205,winter
New York,2011-01-25,-6.666274053431485,winter
New York,2011-01-26,-2.595488272205044,winter
New York,2011-01-27,-2.652711749154648,winter
New York,2011-01-28,-8.251948707396846,winter
New York,2011-01-29,-4.868219634438144,winter
New York,2011-01-30,0.6792259604454177,winter
New York,2011-01-31,5.024098407336105,winter
New York,2011-02-01,-4.025994287626618,winter
New York,2011-02-02,2.384658711591065,winter
New York,2011-02-03,-3.6571592611421835,winter
New York,2011-02-04,8.151284181448176,winter
New York,2011-02-05,8.417588237611662,winter
New York,2011-02-06,-7.669340852916342,winter
New York,2011-02-07,-5.013562926412658,winter
New York,2011-02-08,4.215165949873225,winter
New York,2011-02-09,-0.7577758756470586,winter
New York,2011-02-10,2.901963864607999,winter
New York,2011-02-11,-10.023554580551293,winter
New York,2011-02-12,-10.364154594255478,winter
New York,2011-02-13,-3.266040370215284,winter
New York,2011-02-14,-1.3789498346001499,winter
New York,2011-02-15,1.9863484715851922,winter
New York,2011-02-16,-4.329371911331611,winter
New York,2011-02-17,1.707367125915358,winter
New York,2011-02-18,2.2621813187981195,winter
New York,2011-02-19,-9.633444361581699,winter
New York,2011-02-20,0.07991772604428403,winter
New York,2011-02-21,0.3321615075600762,winter
New York,2011-02-22,1.817163855986632,winter
New York,2011-02-23,0.9526271724298419,winter
New York,2011-02-24,10.956605207521989,winter
New York,2011-02-25,-2.5596252382981577,winter
New York,2011-02-26,4.31639167958732,winter
New York,2011-02-27,3.189698030937555,winter
New York,2011-02-28,-10.35590357165094,winter
New York,2011-03-01,10.497045213437936,spring
New York,2011-03-02,16.366913621665805,spring
New York,2011-03-03,11.90904347755781,spring
New York,2011-03-04,14.036753320537066,spring
New York,2011-03-05,9.345859611227578,spring
New York,2011-03-06,10.553684183955633,spring
New York,2011-03-07,5.758139303782099,spring
New York,2011-03-08,10.536831865333134,spring
New York,2011-03-09,1.4440541234021742,spring
New York,2011-03-10,25.120627902681647,spring
New York,2011-03-11,10.584125684354396,spring
New York,2011-03-12,10.461677354456473,spring
New York,2011-03-13,5.190453439325643,spring
New York,2011-03-14,9.877494832388502,spring
New York,2011-03-15,4.4217603361876066,spring
New York,2011-03-16,12.84158630698494,spring
New York,2011-03-17,5.331577045536273,spring
New York,2011-03-18,18.402237663198225,spring
New York,2011-03-19,8.578022884614033,spring
New York,2011-03-20,9.880912725013058,spring
New York,2011-03-21,18.024825193780636,spring
New York,2011-03-22,7.847415978957766,spring
New York,2011-03-23,7.941869591558423,spring
New York,2011-03-24,5.612875859967941,spring
New York,2011-03-25,13.887340235056309,spring
New York,2011-03-26,3.562176969258778,spring
New York,2011-03-27,8.00627942355644,spring
New York,2011-03-28,5.389606251442686,spring
New York,2011-03-29,18.235527726882818,spring
New York,2011-03-30,13.237202786560639,spring
New York,2011-03-31,9.800889003078886,spring
New York,2011-04-01,6.022175239282765,spring
New York,2011-04-02,11.255017499367014,spring
New York,2011-04-03,5.701222158840272,spring
New York,2011-04-04,10.325568278352023,spring
New York,2011-04-05,4.377586564137489,spring
New York,2011-04-06,13.549859314330462,spring
New York,2011-04-07,9.82275458516527,spring
New York,2011-04-08,8.658060312440908,spring
New York,2011-04-09,13.972123389324324,spring
New York,2011-04-10,10.069955064865384,spring
New York,2011-04-11,13.014069338984873,spring
New York,2011-04-12,6.334142266708945,spring
New York,2011-04-13,19.387212560901318,spring
New York,2011-04-14,20.30663414773241,spring
New York,2011-04-15,17.12448914207022,spring
New York,2011-04-16,26.125486735190183,spring
New York,2011-04-17,17.784333464357736,spring
New York,2011-04-18,8.094207482690296,spring
New York,2011-04-19,5.672271375727441,spring
New York,2011-04-20,1.530037528501632,spring
New York,2011-04-21,3.613684671779845,spring
New York,2011-04-22,15.096458840057487,spring
New York,2011-04-23,8.536661818843426,spring
New York,2011-04-24,2.2267370854476374,spring
New York,2011-04-25,11.236505124947122,spring
New York,2011-04-26,9.144696587289099,spring
New York,2011-04-27,17.492822928857045,spring
New York,2011-04-28,12.384648621220903,spring
New York,2011-04-29,14.365187108014775,spring
New York,2011-04-30,8.244739035412426,spring
New York,2011-05-01,11.945449697001614,spring
New York,2011-05-02,21.81244399646331,spring
New York,2011-05-03,17.12191566642331,spring
New York,2011-05-04,15.811326281758845,spring
New York,2011-05-05,9.416694101013192,spring
New York,2011-05-06,6.339977945900933,spring
New York,2011-05-07,2.1009091899968837,spring
New York,2011-05-08,5.5589764989229105,spring
New York,2011-05-09,4.892398279065487,spring
New York,2011-05-10,12.443831060425385,spring
New York,2011-05-11,9.599394842013616,spring
New York,2011-05-12,7.463339641049372,spring
New York,2011-05-13,18.696295864416093,spring
New York,2011-05-14,22.145290231809685,spring
New York,2011-05-15,14.606018431712736,spring
New York,2011-05-16,11.099589587064521,spring
New York,2011-05-17,11.292175961025595,spring
New York,2011-05-18,12.469963241896775,spring
New York,2011-05-19,3.523529510021813,spring
New York,2011-05-20,12.294215302325208,spring
New York,2011-05-21,13.697154068695028,spring
New York,2011-05-22,5.602696005683569,spring
New York,2011-05-23,16.98105010399789,spring
New York,2011-05-24,7.285958949608941,spring
New York,2011-05-25,4.107575961780051,spring
New York,2011-05-26,16.643822712746832,spring
New York,2011-05-27,2.5519268452529165,spring
New York,2011-05-28,2.63366432652309,spring
New York,2011-05-29,10.55049275856346,spring
New York,2011-05-30,13.556062239968682,spring
New York,2011-05-31,10.769620368252655,spring
New York,2011-06-01,27.434562434702897,summer
New York,2011-06-02,34.4687843395143,summer
New York,2011-06-03,21.77639649446812,summer
New York,2011-06-04,19.315805696715667,summer
New York,2011-06-05,31.06461267134714,summer
New York,2011-06-06,23.12817544736216,summer
New York,2011-06-07,22.237333207164095,summer
New York,2011-06-08,26.685925178165334,summer
New York,2011-06-09,23.9405611298916,summer
New York,2011-06-10,20.092864788251525,summer
New York,2011-06-11,28.041956822986684,summer
New York,2011-06-12,17.67014864539463,summer
New York,2011-06-13,28.495397954929885,summer
New York,2011-06-14,20.376506555847325,summer
New York,2011-06-15,15.863932844473835,summer
New York,2011-06-16,30.301122923966176,summer
New York,2011-06-17,27.610282570383703,summer
New York,2011-06-18,30.994606515031126,summer
New York,2011-06-19,23.930390581125486,summer
New York,2011-06-20,27.934199364725007,summer
New York,2011-06-21,23.20623779187025,summer
New York,2011-06-22,30.256177043362246,summer
New York,2011-06-23,25.846675989338948,summer
New York,2011-06-24,32.6429349996591,summer
New York,2011-06-25,22.91011725732737,summer
New York,2011-06-26,26.02764309354705,summer
New York,2011-06-27,22.450930452916637,summer
New York,2011-06-28,27.74232803041034,summer
New York,2011-06-29,26.179370951913487,summer
New York,2011-06-30,27.77022100740374,summer
New York,2011-07-01,24.07819701081949,summer
New York,2011-07-02,14.735799164074198,summer
New York,2011-07-03,19.79328995369845,summer
New York,2011-07-04,21.101965421404866,summer
New York,2011-07-05,19.88261933286168,summer
New York,2011-07-06,28.44399456365322,summer
New York,2011-07-07,24.80076420997429,summer
New York,2011-07-08,29.24215653191721,summer
New York,2011-07-09,20.915466089631852,summer
New York,2011-07-10,28.812113838103638,summer
New York,2011-07-11,27.20965630899107,summer
New York,2011-07-12,29.41648970552422,summer
New York,2011-07-13,20.707877648643528,summer
New York,2011-07-14,28.19983599159208,summer
New York,2011-07-15,22.12428266681112,summer
New York,2011-07-16,22.69584827967543,summer
New York,2011-07-17,17.807998487498057,summer
New York,2011-07-18,26.92060723699839,summer
New York,2011-07-19,20.278760757602058,summer
New York,2011-07-20,34.07354516418675,summer
New York,2011-07-21,23.537975692084963,summer
New York,2011-07-22,26.714274992435804,summer
New York,2011-07-23,28.402919789411666,summer
New York,2011-07-24,24.375413023087276,summer
New York,2011-07-25,25.702192063531996,summer
New York,2011-07-26,27.93303048463747,summer
New York,2011-07-27,33.071684337764914,summer
New York,2011-07-28,18.18405340454501,summer
New York,2011-07-29,24.044611686300442,summer
New York,2011-07-30,19.554820146757226,summer
New York,2011-07-31,20.676684033625527,summer
New York,2011-08-01,25.42000272373238,summer
New York,2011-08-02,21.666239718561766,summer
New York,2011-08-03,22.401632784192763,summer
New York,2011-08-04,23.59115604657337,summer
New York,2011-08-05,28.380420465202405,summer
New York,2011-08-06,32.018619507325916,summer
New York,2011-08-07,18.350373365506947,summer
New York,2011-08-08,25.04263356452244,summer
New York,2011-08-09,22.674834391938013,summer
New York,2011-08-10,24.16852325191738,summer
New York,2011-08-11,29.723321999583927,summer
New York,2011-08-12,29.47896634072283,summer
New York,2011-08-13,20.330496249378687,summer
New York,2011-08-14,16.27828485848775,summer
New York,2011-08-15,18.494242590651215,summer
New York,2011-08-16,29.07694229925503,summer
New York,2011-08-17,29.841057333001903,summer
New York,2011-08-18,16.269656762372446,summer
New York,2011-08-19,20.74188970996045,summer
New York,2011-08-20,30.452202690335692,summer
New York,2011-08-21,36.004274853311415,summer
New York,2011-08-22,27.74359949011219,summer
New York,2011-08-23,34.65501905642808,summer
New York,2011-08-24,20.33696137690719,summer
New York,2011-08-25,25.139627417915317,summer
New York,2011-08-26,19.980456107655506,summer
New York,2011-08-27,23.844488469417374,summer
New York,2011-08-28,24.81182399842183,summer
New York,2011-08-29,26.374170377749497,summer
New York,2011-08-30,24.866116137193686,summer
New York,2011-08-31,25.743785143715982,summer
New York,2011-09-01,13.69366513507539,autumn
New York,2011-09-02,21.00965249362109,autumn
New York,2011-09-03,22.19869483530125,autumn
New York,2011-09-04,13.087382933634341,autumn
New York,2011-09-05,27.901469789395314,autumn
New York,2011-09-06,19.934403093687607,autumn
New York,2011-09-07,14.743682338536496,autumn
New York,2011-09-08,16.826781388551797,autumn
New York,2011-09-09,8.96869376455015,autumn
New York,2011-09-10,9.00282304763608,autumn
New York,2011-09-11,29.202901626919452,autumn
New York,2011-09-12,21.287816870614655,autumn
New York,2011-09-13,21.011237318578512,autumn
New York,2011-09-14,19.22551307086763,autumn
New York,2011-09-15,23.68226222390205,autumn
New York,2011-09-16,9.303509489330423,autumn
New York,2011-09-17,14.014259011120366,autumn
New York,2011-09-18,7.1644507191889515,autumn
New York,2011-09-19,7.7692481117735355,autumn
New York,2011-09-20,24.446399377752886,autumn
New York,2011-09-21,10.591336473210218,autumn
New York,2011-09-22,7.042363665416166,autumn
New York,2011-09-23,18.398691809605342,autumn
New York,2011-09-24,15.341940232100235,autumn
New York,2011-09-25,10.13305820889175,autumn
New York,2011-09-26,4.915634121179064,autumn
New York,2011-09-27,11.322457397134285,autumn
New York,2011-09-28,21.26716274959095,autumn
New York,2011-09-29,24.762555825821558,autumn
New York,2011-09-30,12.050996287195854,autumn
New York,2011-10-01,22.846642741447244,autumn
New York,2011-10-02,17.213238039415227,autumn
New York,2011-10-03,18.33343576773032,autumn
New York,2011-10-04,10.860074226206715,autumn
New York,2011-10-05,19.67591931380751,autumn
New York,2011-10-06,19.999441034422652,autumn
New York,2011-10-07,24.509617698480987,autumn
New York,2011-10-08,12.050810828388652,autumn
New York,2011-10-09,19.99085316749017,autumn
New York,2011-10-10,14.405415477463897,autumn
New York,2011-10-11,10.227079429754339,autumn
New York,2011-10-12,16.46422534233356,autumn
New York,2011-10-13,17.885894889709306,autumn
